surname,caste,source_url,gothram,region,example_full_names
ARIKATLU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ARIKATTU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ARIKEPUDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ARIKONDALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ARIMILLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,Arimilli Radha Krishna
ARIPINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ARISALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ARISTANENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ARUVU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ASANTI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATLURI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATLURU,Kamma,https://kammabidda.weebly.com/surnames--villages.html,,"Krishna-Guntur, AP",
ATMAKURU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATTALURI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATTALURU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATTANTI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATTANURU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATTATA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATTOTA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATTOTI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATTURI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATUKURI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATUKURU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
ATYAMILLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
AVALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
AVALAMANDA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
AVALAPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
AVATALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
AVIRNENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
AVUDARU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
AVULA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
AVULAPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
AYINALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BAALAA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BABBURI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BACHALAKURA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BACHINA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BADDULA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BADDURI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BADE,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BAGAM,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BAGARU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BAIRAPANENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BAITINI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BALANENI,Kamma,https://kammabidda.weebly.com/surnames--villages.html,,"Krishna-Guntur, AP",
BALINA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BALINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BALLA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BALLAMUDUI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BALUSU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BANANGI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BANDA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BANDARU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,Bandaru Satyananda Rao; Bandaru Satyanarayana Murthy; Bandaru Sravani Sree
BANDARUPALLE,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BANDARUPALLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BANDARUPELLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BANDHANEEDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BANDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BANDKLA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BANDLAMUDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BANDLAMURU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BANNURU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BANTINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BAPINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BATHINA,Kamma,https://kammabidda.weebly.com/surnames--villages.html,,"Krishna-Guntur, AP",
BATTA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BATTALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BATTINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BATTINI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BATTULA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BAVANA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BAVINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BAYANENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BAYINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BEEMPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BEJAWADA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BELLAM,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BELLAMKONDA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BELLAMU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BELLAMUKONDA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BETHAPUDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BETHINA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BETHINI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BETTINA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHAAVANAM,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHAIRAPU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHAIRAPUDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHASHYAM,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHATTIPROLU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHAVANA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHAVANENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHEEMANA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHEEMANENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHEEMAREDDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHEEMAVARAPU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHEEMINENI,Kamma,https://kammabidda.weebly.com/surnames--villages.html,,"Krishna-Guntur, AP",
BHIMANI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHOGAVALLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHOGAVATHI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHOGAVELLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHOGINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHOGIREDDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BHOOMI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BIGGINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BIKKASANI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BIKKI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BIKKINA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BILIKALAGUDURU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOBBA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOBBURI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BODANAPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BODAPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BODAVULA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BODDA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BODDAPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BODDU,Kamma,https://kammabidda.weebly.com/surnames--villages.html,,"Krishna-Guntur, AP",
BODDULURI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BODDULURU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BODE,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,Bode Prasad
BODEDLA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BODEMPUDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BODEPUDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BODI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOGADALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOGGARAPU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOGINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOGOLA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOGOLU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOJJA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOKKISAM,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOLLA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOLLAA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOLLAMPALLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOLLAPUDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOLLEPALLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOLLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOLLIMPALLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOLLINA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOLLINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOLLINI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOMMALAPURI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOMMASANI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOMMINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BONALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BONASI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BONDALAPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BONTHU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BONTHULA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOOLLU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOPPANA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOPPANI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOPPINI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOPPUDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BORRA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOTLA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOYAPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOYIDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BOYIPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BRAHMASANI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BUDATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BUDDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BUDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BUGADAPA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BUGGINENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BULUSUPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BURRA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BURRAMUKKALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BURRANENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
BURUGUPALLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAAPARALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHABOLU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHADALAVADA,Kamma,https://kammabidda.weebly.com/surnames--villages.html,,"Krishna-Guntur, AP",
CHADHALADA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHADHALAVADA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAGANTI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAGARLAMUDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAGI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAKAKA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALAMALLA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALAMPALLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALASANI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALICHIMALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALIGUNDLA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALLA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALLAGALLA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALLAGONDA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALLAGUNDLA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALLAKONDA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALLAPALLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALLAPELLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHALLIGONDA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAMALLAMUDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHANAMPUDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHANDRAPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHANDURU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHANTIPELLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAPALAMADUGU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAPPI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAPPIDI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHATAPARTI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHATRAADI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAVA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAVAA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAVAALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAVNNI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAYALA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHAYAPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHEAMDELA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHEBOLU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHEBROLU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHEELANNENI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHEGANTA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHEGANTI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHEKURI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHEKURU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHELAMALLU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHELASANI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHENNAMALLU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHENNAMOLU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHENNUPATI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHENUKONDA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHENUMOLU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHEPAADA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHERUKUMALLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHERUKUPALLI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHERUKURI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHERUKURU,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHETINA,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
CHEVANNI,Kamma,https://kammaschowdary.blogspot.com/p/kammas-surnames-and-gothrams.html,,Andhra Pradesh,
